"vzRMeAg4Oi8__kl-trunc-name","OSrXXb","rllt__details","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","yi40Hd","RDApEe","YQ4gaf src","gqguwf"
"איילת שבתאי מאפרת ומסרקת כלות וערב","איילת שבתאי מאפרת ומסרקת כלות וערב","· מכון יופי","רחובות ·","054-786-0675","פתוח ⋅ ייסגר בשעה 20:00","https://instagram.com/ayelet_shabtay_makeup_hair?utm_medium=copy_link","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(30)","5.0","(30)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""עשתה לי איפור ושיער כל כך יפה שלא הפסקתי לקבל מחמאות על העבודה שלה."""
"דלית יעקובי - מאפרת ברחובות","דלית יעקובי - מאפרת ברחובות","· מכון יופי","רחובות ·","054-445-9105","פתוח ⋅ ייסגר בשעה 21:30","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.8","(5)","4.8","(5)","",""
"","עדי מימון- איפור כלות ערב ואופנה","אין ביקורות ·","","Make-up artist","","","","","","","","","","",""
"סיון אוחנה מאפרת אירועים. ציפורניים ביו סקפלצ'ר","סיון אוחנה מאפרת אירועים. ציפורניים ביו סקפלצ'ר","· מכון יופי","00 ·","054-472-7782","פתוח ⋅ ייסגר בשעה 19:00","https://www.instagram.com/invites/contact/?i=1335m837icw4r&utm_content=megpn3i%E2%80%8E%E2%80%8F","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(3)","5.0","(3)","",""
"סול לביא - איפור כלות וערב | סדנאות איפור","סול לביא - איפור כלות וערב | סדנאות איפור","· מכון יופי","כפר סבא ·","054-798-2420","פתוח ⋅ ייסגר בשעה 23:00","https://instagram.com/sol_lavii?igshid=YmMyMTA2M2Y=","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(11)","5.0","(11)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""סול המקסימה עשתה לי הדרכת איפור אישית באיל מקיאז׳."""
"עדי כצנלסון איפור כלות | Adi Katzanelson Brides Makeup","עדי כצנלסון איפור כלות | Adi Katzanelson Brides Makeup","פתח תקווה ·","פתוח ⋅ ייסגר בשעה 21:00","052-252-2413","","https://instagram.com/adi_katzanelson_makeupartist","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(10)","5.0","(10)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""האיפור היה מושלם נדיר ברמות והחזיק כול הערב עם הריקודים על הרחבה!"""
"","הדר צדוק מאפרת ומסרקת כלות","אין ביקורות · מכון יופי","פתוח 24 שעות","058-740-0074","","","","","","","","","","",""
"","גלי זילברשטיין איפור כלות וערב","אין ביקורות ·","","Make-up artist","","https://www.atar.co/galy","אתר","","","","","","","",""
"איפור כלות וערב | מאפרת ומסרקת מקצועית | שחף דרור","איפור כלות וערב | מאפרת ומסרקת מקצועית | שחף דרור","·","חמרה ·","Make-up artist","פתוח 24 שעות","https://shahafdror.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(2)","5.0","(2)","",""
"מור רפאלי שמלות כלה וערב","מור רפאלי שמלות כלה וערב","· חנות כלות","דרך חברון 49 ·","050-556-6710","פתוח ⋅ ייסגר בשעה 18:30","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.5","(8)","4.5","(8)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מקום מצוין שירות מהמם, פשוט אלופה!"""
"","מאפרת מקצועית, אלישבע אברהם","אין ביקורות · מכון יופי","פתוח ⋅ ייסגר בשעה 0:00","052-420-1221","","http://www.makeupbyelisheva.co.il/","אתר","","","","","","","",""
"איפור מקצועי ערב/ כלות - רלי G","איפור מקצועי ערב/ כלות - רלי G","אין ביקורות · מכון יופי","רמת גן ·","058-750-4072","פתוח ⋅ ייסגר בשעה 20:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"את כלה -איפור ועיצוב שיער אשדוד","את כלה -איפור ועיצוב שיער אשדוד","· מכון יופי","אשדוד ·","052-636-4593","פתוח ⋅ ייסגר בשעה 21:00","http://www.atkala.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.8","(17)","4.8","(17)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""אלופה של מאפרת תודה שיש אותך!"""
"בת שבע מאפרת כלות","בת שבע מאפרת כלות","אין ביקורות","חולון ·","052-848-6771","פתוח 24 שעות","https://www.instagram.com/batsheva.makeup/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"","ריקי ציון איפור ושיער לכלות","· חנות כלות","פתוח ⋅ ייסגר בשעה 20:00","052-443-3163","","","","","","","","5.0","(2)","",""
"Mariana K makeup מריאנה קירשנר איפור כלות | איפור לארוע","Mariana K makeup מריאנה קירשנר איפור כלות | איפור לארוע","· שירות חיתון","כפר סבא ·","052-728-4422","פתוח ⋅ ייסגר בשעה 18:00","https://mariana-k-makeup.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(14)","5.0","(14)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""איפור מושלם לאירוע ולצילומי תדמית."""
"רויטל פרנקו איפור ושיער לכלות","רויטל פרנקו איפור ושיער לכלות","· מכון יופי","פתח תקווה ·","054-599-0004","פתוח ⋅ ייסגר בשעה 21:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(16)","5.0","(16)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מאפרת ומסרקת תותחית,ממליצה בחום"""
"לאה מרג'י - איפור כלות וערב","לאה מרג'י - איפור כלות וערב","· חנות כלות","תל אביב-יפו ·","054-442-1945","פתוח ⋅ ייסגר בשעה 21:00","https://www.b144.co.il/B144_sip/4A1404134470655D4C10001746716C594C.aspx","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","",""
"Bridal Jewelry Jerusalem By KALA תכשיטי כלות מבית קאלה","Bridal Jewelry Jerusalem By KALA תכשיטי כלות מבית קאלה","· חנות אינטרנט","אבן ספיר 15 ·","052-571-2845","פתוח 24 שעות","http://kalabridaljewels.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(24)","5.0","(24)","",""
"יעל תמם - איפור כלות ואיפור ערב","יעל תמם - איפור כלות ואיפור ערב","· מכון יופי","אשדוד ·","052-342-6080","פתוח ⋅ ייסגר בשעה 20:00","https://www.yaeltamam.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.5","(17)","4.5","(17)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""סופר מקצועית אדיבה ונחמדה"""
"","שרית כהן מאפרת כלות","·","פתוח ⋅ ייסגר בשעה 21:00","Make-up artist","","https://www.instagram.com/sarit_cohen_makeup","אתר","","","","","5.0","(1)","",""
"מוריה שטרית מאפרת כלות וערב","מוריה שטרית מאפרת כלות וערב","· חנות כלות","הרצליה ·","052-386-1110","פתוח 24 שעות","https://www.instagram.com/p/CHqPonBH3OV/?igshid=lq5kzmrc7dmv","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(17)","5.0","(17)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""יש מלא בנות שלומדות איפור היום.. אבל היא אמנית!!"""
"מאפרת מקצועית Belle MUA","מאפרת מקצועית Belle MUA","לבונה 18 ·","פתוח ⋅ ייסגר בשעה 22:00","053-827-9708","","https://belle-mua.business.site/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.9","(12)","4.9","(12)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מאפרת ברמה בינלאומית קשובה ומקצועית"""
"","רונית גלמור מאפרת כלות","· מכון יופי","","054-727-8888","","http://www.ronitgalmor.com/","אתר","","","","","5.0","(1)","",""
