mispar_mosah|shem_mosah|cod_sug_mosah|sug_mosah|ktovet|yishuv|telephone|mikud|cod_miktzoa|miktzoa|menahel_miktzoa|rasham_havarot
"231"|"אוטו פיקס ש.רכב - הנהלת אחמד"|"6"|"מוסך מורשה"|"הנגרים 5"|"באר שבע"|"050-5395396"|"84890"|"10"|"מכונאות רכב בנזין"|"לוזון מרדכי"|"028266005"
"231"|"אוטו פיקס ש.רכב - הנהלת אחמד"|"6"|"מוסך מורשה"|"הנגרים 5"|"באר שבע"|"050-5395396"|"84890"|"20"|"מכונאות רכב דיזל"|"לוזון מרדכי"|"028266005"
"237"|"מוסך הנגב המרכזי בע מ"|"6"|"מוסך מורשה"|"מסמיה ד.נ שקמים"|"בני ראם"|"08-8500107"|"79835"|"20"|"מכונאות רכב דיזל"|"ביטון שמעון"|"512969981"
"237"|"מוסך הנגב המרכזי בע מ"|"6"|"מוסך מורשה"|"מסמיה ד.נ שקמים"|"בני ראם"|"08-8500107"|"79835"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"ביטון שמעון"|"512969981"
"237"|"מוסך הנגב המרכזי בע מ"|"6"|"מוסך מורשה"|"מסמיה ד.נ שקמים"|"בני ראם"|"08-8500107"|"79835"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"פינחסוב אלכסנדר"|"512969981"
"237"|"מוסך הנגב המרכזי בע מ"|"6"|"מוסך מורשה"|"מסמיה ד.נ שקמים"|"בני ראם"|"08-8500107"|"79835"|"30"|"חשמלאות רכב"|"פינחסוב אלכסנדר"|"512969981"
"237"|"מוסך הנגב המרכזי בע מ"|"6"|"מוסך מורשה"|"מסמיה ד.נ שקמים"|"בני ראם"|"08-8500107"|"79835"|"205"|"שירות תיקון למזגן אויר לרכב"|"ביטון שמעון"|"512969981"
"243"|"חשמל גלים אשדוד (1996) בע מ"|"6"|"מוסך מורשה"|"פז גלים ת.ד. 12614"|"אשדוד"|"08-8521702"|"77100"|"30"|"חשמלאות רכב"|"פרנקל יצחק"|"512398306"
"243"|"חשמל גלים אשדוד (1996) בע מ"|"6"|"מוסך מורשה"|"פז גלים ת.ד. 12614"|"אשדוד"|"08-8521702"|"77100"|"205"|"שירות תיקון למזגן אויר לרכב"|"פרנקל יצחק"|"512398306"
"251"|"מוסך השלום- אבוטבול אורי"|"6"|"מוסך מורשה"|"דרך חברון גבים 4"|"באר שבע"|"08-6276451"|"84890"|"10"|"מכונאות רכב בנזין"|"אבוטבול אורי"|"057118416"
"251"|"מוסך השלום- אבוטבול אורי"|"6"|"מוסך מורשה"|"דרך חברון גבים 4"|"באר שבע"|"08-6276451"|"84890"|"20"|"מכונאות רכב דיזל"|"אבוטבול אורי"|"057118416"
"252"|"אגד חברה לתחבורה בע מ"|"6"|"מוסך מורשה"|"מרכז נפתי"|"אשקלון"|"08-6750221"|"78100"|"20"|"מכונאות רכב דיזל"|"אבן חיים שלמה"|"516041118"
"252"|"אגד חברה לתחבורה בע מ"|"6"|"מוסך מורשה"|"מרכז נפתי"|"אשקלון"|"08-6750221"|"78100"|"21"|"מכונאות דיזל משאיות ואוטובוסים"|"אבן חיים שלמה"|"516041118"
"252"|"אגד חברה לתחבורה בע מ"|"6"|"מוסך מורשה"|"מרכז נפתי"|"אשקלון"|"08-6750221"|"78100"|"30"|"חשמלאות רכב"|"שמיע יהושע"|"516041118"
"252"|"אגד חברה לתחבורה בע מ"|"6"|"מוסך מורשה"|"מרכז נפתי"|"אשקלון"|"08-6750221"|"78100"|"111"|"תחזוקה ובדיקת מערכת כיבוי אש באוטו'"|"שמיע יהשוע"|"516041118"
"252"|"אגד חברה לתחבורה בע מ"|"6"|"מוסך מורשה"|"מרכז נפתי"|"אשקלון"|"08-6750221"|"78100"|"144"|"תיקון מחוונים"|"שמיע יהושע"|"516041118"
"252"|"אגד חברה לתחבורה בע מ"|"6"|"מוסך מורשה"|"מרכז נפתי"|"אשקלון"|"08-6750221"|"78100"|"207"|"תיקון וכיול טכוגרפים"|"שמיע יהושע"|"516041118"
"268"|"א.א מרכז רכב דרום בע מ"|"6"|"מוסך מורשה"|"דרך חברון 8 ת.ד 342"|"באר שבע"|"08-6276070"|"84102"|"10"|"מכונאות רכב בנזין"|"עצמון יהואש"|"513875138"
"268"|"א.א מרכז רכב דרום בע מ"|"6"|"מוסך מורשה"|"דרך חברון 8 ת.ד 342"|"באר שבע"|"08-6276070"|"84102"|"20"|"מכונאות רכב דיזל"|"עצמון יהואש"|"513875138"
"274"|"צרעה מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ האלה"|"צרעה"|"02-9908242"|"99803"|"10"|"מכונאות רכב בנזין"|"ליברמן פנחס"|"570007716"
"274"|"צרעה מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ האלה"|"צרעה"|"02-9908242"|"99803"|"20"|"מכונאות רכב דיזל"|"ליברמן פנחס"|"570007716"
"274"|"צרעה מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ האלה"|"צרעה"|"02-9908242"|"99803"|"130"|"תיקון והחלפת צמיגים"|"ליברמן פנחס"|"570007716"
"274"|"צרעה מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ האלה"|"צרעה"|"02-9908242"|"99803"|"190"|"טרקטורים ומכונות ניידות"|"ליברמן פנחס"|"570007716"
"274"|"צרעה מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ האלה"|"צרעה"|"02-9908242"|"99803"|"194"|"תיקון מלגזות הרמה"|"ליברמן פנחס"|"570007716"
"283"|"שרות אוטומובילים - וייס אמנון"|"6"|"מוסך מורשה"|"אורט 1"|"אשקלון"|"08-6734303"|"78100"|"130"|"תיקון והחלפת צמיגים"|"וייס אמנון"|"052823234"
"284"|"צח אור צ.ח. (2002) בע מ"|"6"|"מוסך מורשה"|"א.ת.באר טוביה"|"באר טוביה"|"08-8581630"|"70996"|"30"|"חשמלאות רכב"|"מוסקוביץ מוטי"|"513176719"
"284"|"צח אור צ.ח. (2002) בע מ"|"6"|"מוסך מורשה"|"א.ת.באר טוביה"|"באר טוביה"|"08-8581630"|"70996"|"205"|"שירות תיקון למזגן אויר לרכב"|"מוסקוביץ מוטי"|"513176719"
"291"|"א.ארגמן סוכנות דרום בע מ"|"6"|"מוסך מורשה"|"המלאכה 18"|"באר שבע"|"08-6278184"|"84890"|"10"|"מכונאות רכב בנזין"|"ארגמני גדעון"|"512746231"
"291"|"א.ארגמן סוכנות דרום בע מ"|"6"|"מוסך מורשה"|"המלאכה 18"|"באר שבע"|"08-6278184"|"84890"|"20"|"מכונאות רכב דיזל"|"ארגבני יגאל"|"512746231"
"291"|"א.ארגמן סוכנות דרום בע מ"|"6"|"מוסך מורשה"|"המלאכה 18"|"באר שבע"|"08-6278184"|"84890"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"ארגמני גדעון"|"512746231"
"291"|"א.ארגמן סוכנות דרום בע מ"|"6"|"מוסך מורשה"|"המלאכה 18"|"באר שבע"|"08-6278184"|"84890"|"205"|"שירות תיקון למזגן אויר לרכב"|"ארגבני יגאל"|"512746231"
"292"|"ראובן אילן - מוסך אר - קר"|"6"|"מוסך מורשה"|"העבודה 44 ת.ד 12436"|"אשדוד"|"08-8524659"|"77100"|"205"|"שירות תיקון למזגן אויר לרכב"|"ראובן אילן"|"068692698"
"295"|"גלאון מוטורס בע מ"|"6"|"מוסך מורשה"|"הפנינים 7 ת ד 211"|"אשקלון"|"08-6750811"|"78101"|"15"|"אוטוטק רכב קל"|"דאבוש אלעד"|"514284975"
"295"|"גלאון מוטורס בע מ"|"6"|"מוסך מורשה"|"הפנינים 7 ת ד 211"|"אשקלון"|"08-6750811"|"78101"|"20"|"מכונאות רכב דיזל"|"ארביב ראובן"|"514284975"
"295"|"גלאון מוטורס בע מ"|"6"|"מוסך מורשה"|"הפנינים 7 ת ד 211"|"אשקלון"|"08-6750811"|"78101"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"ארביב ראובן"|"514284975"
"295"|"גלאון מוטורס בע מ"|"6"|"מוסך מורשה"|"הפנינים 7 ת ד 211"|"אשקלון"|"08-6750811"|"78101"|"70"|"תיקון מרכבי רכב"|"אלמה שמעון"|"514284975"
"295"|"גלאון מוטורס בע מ"|"6"|"מוסך מורשה"|"הפנינים 7 ת ד 211"|"אשקלון"|"08-6750811"|"78101"|"100"|"צבעות רכב"|"אלמה שמעון"|"514284975"
"297"|"מוסך מלכה יצחק - מלכה עופר"|"6"|"מוסך מורשה"|"דרך חברון ת.ד.4135"|"באר שבע"|"08-6277412"|"84890"|"10"|"מכונאות רכב בנזין"|"מלכה עופר"|"023033681"
"297"|"מוסך מלכה יצחק - מלכה עופר"|"6"|"מוסך מורשה"|"דרך חברון ת.ד.4135"|"באר שבע"|"08-6277412"|"84890"|"20"|"מכונאות רכב דיזל"|"מלכה עופר"|"023033681"
"300"|"קבוצת הדרך הירוקה אגש ח בע מ"|"6"|"מוסך מורשה"|"דנ לכיש צפון"|"נגבה"|"08-6774891"|"79408"|"10"|"מכונאות רכב בנזין"|"אריאלי גלעד"|"570062174"
"300"|"קבוצת הדרך הירוקה אגש ח בע מ"|"6"|"מוסך מורשה"|"דנ לכיש צפון"|"נגבה"|"08-6774891"|"79408"|"20"|"מכונאות רכב דיזל"|"אריאלי גלעד"|"570062174"
"300"|"קבוצת הדרך הירוקה אגש ח בע מ"|"6"|"מוסך מורשה"|"דנ לכיש צפון"|"נגבה"|"08-6774891"|"79408"|"190"|"טרקטורים ומכונות ניידות"|"אריאלי גלעד"|"570062174"
"300"|"קבוצת הדרך הירוקה אגש ח בע מ"|"6"|"מוסך מורשה"|"דנ לכיש צפון"|"נגבה"|"08-6774891"|"79408"|"194"|"תיקון מלגזות הרמה"|"אריאלי גלעד"|"570062174"
"319"|"סויסה אריה - מוסך בית הרכב"|"6"|"מוסך מורשה"|"שד בן צבי בתחנת דלק פז"|"ירושלים"|"02-6243066"|"94555"|"10"|"מכונאות רכב בנזין"|"לוי יוסי"|"056461239"
"319"|"סויסה אריה - מוסך בית הרכב"|"6"|"מוסך מורשה"|"שד בן צבי בתחנת דלק פז"|"ירושלים"|"02-6243066"|"94555"|"20"|"מכונאות רכב דיזל"|"לוי יוסף"|"056461239"
"319"|"סויסה אריה - מוסך בית הרכב"|"6"|"מוסך מורשה"|"שד בן צבי בתחנת דלק פז"|"ירושלים"|"02-6243066"|"94555"|"205"|"שירות תיקון למזגן אויר לרכב"|"לוי יוסף"|"056461239"
"324"|"צור פתרונות לתעשיה וצמ ה בע מ"|"6"|"מוסך מורשה"|"דרך חברון ת.ד 17308"|"באר שבע"|"08-6276322"|"84890"|"60"|"תיקון רדיאטורים )מצננים)"|"צור אורן"|"514705888"
"332"|"קבוץ רוחמה בע מ"|"6"|"מוסך מורשה"|"ד.נ. חוף אשקלון רוחמה"|"רוחמה"|"08-6807716"|"79180"|"10"|"מכונאות רכב בנזין"|"איתמרי  אמציה"|"570003111"
"332"|"קבוץ רוחמה בע מ"|"6"|"מוסך מורשה"|"ד.נ. חוף אשקלון רוחמה"|"רוחמה"|"08-6807716"|"79180"|"20"|"מכונאות רכב דיזל"|"איתמר אמציה"|"570003111"
"332"|"קבוץ רוחמה בע מ"|"6"|"מוסך מורשה"|"ד.נ. חוף אשקלון רוחמה"|"רוחמה"|"08-6807716"|"79180"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"איתמרי אמציה"|"570003111"
"332"|"קבוץ רוחמה בע מ"|"6"|"מוסך מורשה"|"ד.נ. חוף אשקלון רוחמה"|"רוחמה"|"08-6807716"|"79180"|"190"|"טרקטורים ומכונות ניידות"|"איתמרי אמציה"|"570003111"
"332"|"קבוץ רוחמה בע מ"|"6"|"מוסך מורשה"|"ד.נ. חוף אשקלון רוחמה"|"רוחמה"|"08-6807716"|"79180"|"191"|"תיקון טרקטורונים"|"איתמרי אמציה"|"570003111"
"332"|"קבוץ רוחמה בע מ"|"6"|"מוסך מורשה"|"ד.נ. חוף אשקלון רוחמה"|"רוחמה"|"08-6807716"|"79180"|"194"|"תיקון מלגזות הרמה"|"איתמר אמציה"|"570003111"
"335"|"מישר רכב ותנועה בע מ"|"1"|"מכון רישוי"|"תלפיות רח' הסדנה 10"|"ירושלים"|"02-6782236"|"93420"|"170"|"בדיקות עשן ברכב דיזל"|"אבו לבן מחמוד"|"511813495"
"335"|"מישר רכב ותנועה בע מ"|"1"|"מכון רישוי"|"תלפיות רח' הסדנה 10"|"ירושלים"|"02-6782236"|"93420"|"180"|"בדיקות-רכב )קניה ומכירה)"|"רימר זמיר"|"511813495"
"335"|"מישר רכב ותנועה בע מ"|"1"|"מכון רישוי"|"תלפיות רח' הסדנה 10"|"ירושלים"|"02-6782236"|"93420"|"181"|"מכון רישוי-פתוח לשרות הציבור"|"אבו לבן מחמוד"|"511813495"
"335"|"מישר רכב ותנועה בע מ"|"1"|"מכון רישוי"|"תלפיות רח' הסדנה 10"|"ירושלים"|"02-6782236"|"93420"|"195"|"תיקון וכוון מתלים ברכב"|"אבו לבן מחמוד"|"511813495"
"335"|"מישר רכב ותנועה בע מ"|"1"|"מכון רישוי"|"תלפיות רח' הסדנה 10"|"ירושלים"|"02-6782236"|"93420"|"300"|"בדיקת רכב לאחר תאונה"|"גובניצקי ליאוני"|"511813495"
"335"|"מישר רכב ותנועה בע מ"|"1"|"מכון רישוי"|"תלפיות רח' הסדנה 10"|"ירושלים"|"02-6782236"|"93420"|"301"|"בדיקה לאחר תאונה-איסור שימוש"|"גובניצקי ליאוני"|"511813495"
"345"|"רישוי ישראל - באר טוביה"|"1"|"מכון רישוי"|"ניר 4 א.ת באר טוביה"|"קריית מלאכי"|"08-8582124"|"70900"|"170"|"בדיקות עשן ברכב דיזל"|"גוילי ישראל"|"030517122"
"345"|"רישוי ישראל - באר טוביה"|"1"|"מכון רישוי"|"ניר 4 א.ת באר טוביה"|"קריית מלאכי"|"08-8582124"|"70900"|"181"|"מכון רישוי-פתוח לשרות הציבור"|"גוילי ישראל"|"030517122"
"345"|"רישוי ישראל - באר טוביה"|"1"|"מכון רישוי"|"ניר 4 א.ת באר טוביה"|"קריית מלאכי"|"08-8582124"|"70900"|"195"|"תיקון וכוון מתלים ברכב"|"גוילי ישראל"|"030517122"
"351"|"חשמל דוד חי בע מ"|"6"|"מוסך מורשה"|"חשוון 24 ת.ד. 2828"|"קריית גת"|"08-6603365"|"82000"|"30"|"חשמלאות רכב"|"הרוש דוד"|"516563939"
"351"|"חשמל דוד חי בע מ"|"6"|"מוסך מורשה"|"חשוון 24 ת.ד. 2828"|"קריית גת"|"08-6603365"|"82000"|"205"|"שירות תיקון למזגן אויר לרכב"|"הרוש דוד"|"516563939"
"358"|"גא'נו צמיגים בע מ"|"6"|"מוסך מורשה"|"המלאכה 1"|"באר שבע"|"08-6232745"|"84841"|"130"|"תיקון והחלפת צמיגים"|"ברבי ציון"|"051189215"
"358"|"גא'נו צמיגים בע מ"|"6"|"מוסך מורשה"|"המלאכה 1"|"באר שבע"|"08-6232745"|"84841"|"195"|"תיקון וכוון מתלים ברכב"|"ברבי ציון"|"051189215"
"360"|"ניר גד חברה לרכב בע מ"|"6"|"מוסך מורשה"|"תלפיות רח' הרכב 50"|"ירושלים"|"02-6499000"|"93420"|"10"|"מכונאות רכב בנזין"|"אסייג מאיר חי"|"511017899"
"360"|"ניר גד חברה לרכב בע מ"|"6"|"מוסך מורשה"|"תלפיות רח' הרכב 50"|"ירושלים"|"02-6499000"|"93420"|"20"|"מכונאות רכב דיזל"|"אסייג מאיר חי"|"511017899"
"360"|"ניר גד חברה לרכב בע מ"|"6"|"מוסך מורשה"|"תלפיות רח' הרכב 50"|"ירושלים"|"02-6499000"|"93420"|"70"|"תיקון מרכבי רכב"|"רבני יואב"|"511017899"
"360"|"ניר גד חברה לרכב בע מ"|"6"|"מוסך מורשה"|"תלפיות רח' הרכב 50"|"ירושלים"|"02-6499000"|"93420"|"100"|"צבעות רכב"|"רבני יואב"|"511017899"
"361"|"דוד תיקוני רכב"|"6"|"מוסך מורשה"|"המסגר 10"|"קריית גת"|"054-6329046"|"82000"|"10"|"מכונאות רכב בנזין"|"יטוב ירחמיאל"|"000000000"
"361"|"דוד תיקוני רכב"|"6"|"מוסך מורשה"|"המסגר 10"|"קריית גת"|"054-6329046"|"82000"|"20"|"מכונאות רכב דיזל"|"יטוב ירחמיאל"|"000000000"
"362"|"שטרית יעקב - שטרית מוסך למכונאות"|"6"|"מוסך מורשה"|"אזור תעשיה"|"בית שמש"|"02-9911253"|"99000"|"10"|"מכונאות רכב בנזין"|"שיטרית שמעון"|"026704916"
"362"|"שטרית יעקב - שטרית מוסך למכונאות"|"6"|"מוסך מורשה"|"אזור תעשיה"|"בית שמש"|"02-9911253"|"99000"|"20"|"מכונאות רכב דיזל"|"שיטרית שמעון"|"026704916"
"363"|"מוסך אולימפיק - פיטלמן אלכסיי"|"6"|"מוסך מורשה"|"העבודה 20"|"אשקלון"|"054-5741534"|"98594"|"10"|"מכונאות רכב בנזין"|"קופמן בורס"|"322151838"
"363"|"מוסך אולימפיק - פיטלמן אלכסיי"|"6"|"מוסך מורשה"|"העבודה 20"|"אשקלון"|"054-5741534"|"98594"|"20"|"מכונאות רכב דיזל"|"קופמן בורס"|"322151838"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"15"|"אוטוטק רכב קל"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"20"|"מכונאות רכב דיזל"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"150"|"מכונאות אופנועים וקטנועים"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"172"|"מוסך רישוי לציוד חקלאי"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"190"|"טרקטורים ומכונות ניידות"|"שגיא הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"191"|"תיקון טרקטורונים"|"שגיה הלל"|"570008276"
"364"|"מוסך קיבוץ מגן"|"3"|"מוסך רישוי לציוד חקלאי"|"ד.נ. הנגב"|"מגן"|"08-9983023"|"85465"|"194"|"תיקון מלגזות הרמה"|"שגיא הלל"|"570008276"
"366"|"מוסך איציק - זאיבלב ולדיסלב"|"6"|"מוסך מורשה"|"הנגרים 13"|"באר שבע"|"08-6275980"|"84890"|"70"|"תיקון מרכבי רכב"|"שלום יצחק"|"310140868"
