"vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","YQ4gaf src","gqguwf"
"מגנטינה","5.0","(1)","מגנטינה","· צלם חתונות","5.0","(1)","מעל 10 שנות פעילות · נתניה ·","052-622-2282","פתוח 24 שעות","http://www.magnetina.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"גיא הפקות - צילום חתונות, צלם אירועים בראשון לציון","4.6","(13)","גיא הפקות - צילום חתונות, צלם אירועים בראשון לציון","· צלם חתונות","4.6","(13)","מעל 7 שנות פעילות · ראשון לציון ·","052-233-5445","פתוח ⋅ ייסגר בשעה 20:00","http://www.guy-pro.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"אלמיה - ALMIA","5.0","(62)","אלמיה - ALMIA","· צלם","5.0","(62)","מעל 5 שנות פעילות · אשקלון ·","050-444-9081","פתוח ⋅ ייסגר בשעה 21:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"עידן חסון צלם","4.6","(16)","עידן חסון צלם","· צלם","4.6","(16)","מעל 15 שנות פעילות · פרדסיה ·","052-427-3767","פתוח 24 שעות","http://www.idan-hasson.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""צלם מקצועי יחס אישי מעולה ושירות מצויין"""
"רמי זוניס - צילום אירועים","5.0","(2)","רמי זוניס - צילום אירועים","· צלם","5.0","(2)","מעל 5 שנות פעילות · מודיעין מכבים רעות ·","050-746-7720","פתוח ⋅ ייסגר בשעה 19:00","http://ramizonis.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"","","","איציק בן דוסא - צלם חתונות","· צלם חתונות","5.0","(10)","מעל 5 שנות פעילות ·","052-838-1175","פתוח 24 שעות","http://www.bendosa.com/","אתר","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מאוד שמחנו שהסכים לטוס איתנו ולצלם את הרגעים החשובים בחיינו!"""
"שואו הפקות אירועים","5.0","(1)","שואו הפקות אירועים","· צלם חתונות","5.0","(1)","מעל 3 שנות פעילות · מודיעין מכבים רעות ·","052-323-8333","","https://show-hafakot.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""האירוע שלנו היה מקסים ומיוחד בזכותם❤❤❤"""
"צוות צלמים","5.0","(1)","צוות צלמים","· צלם חתונות","5.0","(1)","מעל 7 שנות פעילות · מגשימים","","פתוח ⋅ ייסגר בשעה 20:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"HD מגנטים לאירועים","5.0","(4)","HD מגנטים לאירועים","· צלם חתונות","5.0","(4)","מעל 5 שנות פעילות · אליכין ·","052-840-3063","פתוח 24 שעות","http://www.hdmagnetim.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"MDVD צילום אירועים","4.3","(11)","MDVD צילום אירועים","· סטודיו לצילום","4.3","(11)","מעל 5 שנות פעילות · חדרה ·","050-240-6280","פתוח ⋅ ייסגר בשעה 18:00","https://mdvd.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""נעים ישר ובהחלט נותן שירות יוצא מן הכלל, מומלץ בחום!"""
"גבריאל סטרוק צילום אירועים","5.0","(4)","גבריאל סטרוק צילום אירועים","· שירות צילום","5.0","(4)","מעל 10 שנות פעילות · שער בנימין ·","050-485-8765","פתוח ⋅ ייסגר בשעה 18:00","https://gavrielphotography.com/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"צילום מוצרים - Photo Products","5.0","(1)","צילום מוצרים - Photo Products","· סטודיו לצילום","5.0","(1)","ירושלים ·","053-941-5825","פתוח ⋅ ייסגר בשעה 18:00","","","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"סטודיו צילום אופנה ליאור קסון","5.0","(6)","סטודיו צילום אופנה ליאור קסון","· סטודיו לצילום","5.0","(6)","תל אביב ·","050-594-0935","פתוח ⋅ ייסגר בשעה 19:00","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiwh8GS2tD8AhVIqNUKHaTOCdAYABAHGgJ3cw&ohost=www.google.com&cid=CAESbeD2CEPIk0gMVUodboErKhXAulfg0O2oHmB0WMSpiXTbCN76YE8ydKAplVYb857PbSSyJoLbNYr8sYyEjdcl4qCfg_bMsVEIljcTw_Q1FsGVPsauVO0EubOGxBHQwH43zIUzR98x6VaVPDb-e7Q&sig=AOD64_1ZU3dZVSwNPA-cEwsBl6DzoFM-CA&q=&ctype=99&ved=2ahUKEwjnsbmS2tD8AhXScPEDHZ-vCdU4ZBCErAF6BAgCEBU&adurl=","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"","","","תותח המגנטים","· צלם","5.0","(4)","מעל 7 שנות פעילות ·","072-256-9099","","http://www.magnets4events.com/","אתר","","","",""
"שוקו מגנטים","5.0","(1)","שוקו מגנטים","· צלם","5.0","(1)","מעל 3 שנות פעילות · קדימה ·","050-464-6707","פתוח 24 שעות","https://photographer-2541.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""שי אדם מקסים, סבלני, אדיב ונדיב."""
"פוקוס צלמים","5.0","(42)","פוקוס צלמים","· צלם חתונות","5.0","(42)","מעל 10 שנות פעילות · נהריה ·","054-338-0898","פתוח 24 שעות","https://www.focusphoto.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"","","","דוקטור מגנט - מגנטים לאירועים","· צלם","1.0","(5)","פתוח 24 שעות","054-806-6162","","https://drmagnet.co.il/","אתר","","","",""
"Wedding Photography Canfi | כנפי צילום אירועים, צילום חתונות","5.0","(120)","Wedding Photography Canfi | כנפי צילום אירועים, צילום חתונות","· צלם חתונות","5.0","(120)","מעל 10 שנות פעילות · תל אביב-יפו ·","055-307-8544","פתוח 24 שעות","http://www.canfi.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""כנפי צילום אירועים, צלמים מקצועיים, איכותיים, קשובים ונעימים."""
"יעקב הררי צילומי פרסומת ותעשייה","4.5","(2)","יעקב הררי צילומי פרסומת ותעשייה","· צלם","4.5","(2)","מעל 10 שנות פעילות · תל אביב-יפו ·","054-453-3212","פתוח ⋅ ייסגר בשעה 17:00","http://harari.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
"אביעד וייצמן - בית מקצועני לתיעוד אנושי","5.0","(2)","אביעד וייצמן - בית מקצועני לתיעוד אנושי","· צלם","5.0","(2)","מעל 3 שנות פעילות · מבשרת ציון ·","050-952-7272","","http://www.waizman.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""אביעד צלם מקצוען מן השורה הראשונה!"""
"Pop Up Set | עמדת צילום","5.0","(1)","Pop Up Set | עמדת צילום","· צלם חתונות","5.0","(1)","מעל 3 שנות פעילות · תל אביב-יפו ·","052-346-4860","","http://www.popupset.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מהיר, יעיל ובמחיר נוח."""
"אלוניס צילום אופנה ואירועים - צלם חיפה - Alonis","4.7","(15)","אלוניס צילום אופנה ואירועים - צלם חיפה - Alonis","· צלם חתונות","4.7","(15)","מעל 15 שנות פעילות · חיפה ·","04-834-9789","פתוח ⋅ ייסגר בשעה 20:00","http://www.alonis.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""אלון הוא איש מקסים ונחמד שכיף להעביר איתו את יום הצילומים."""
"","","","פטל הפקות צילום אירועים","· צלם","5.0","(1)","פתוח 24 שעות","054-231-0868","","https://photography-service-745.business.site/?utm_source=gmb&utm_medium=referral","אתר","","","https://www.gstatic.com/images/icons/material/system/2x/check_circle_outline_googblue_24dp.png","השירותים המוצעים:"
"אהרון צילום והפקות","5.0","(1)","אהרון צילום והפקות","· צלם","5.0","(1)","מעל 5 שנות פעילות · פתח תקווה ·","050-541-9253","פתוח ⋅ ייסגר בשעה 0:00","http://aharonphoto.mitchatnim.co.il/","אתר","https://www.google.com/search?q=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXGAxZCaTLLUjCjpS4bSt1nSp_Fpg%3A1674030576005&ei=763HY9n-PJjHkdUPv72lgAE&ved=0ahUKEwiZss3u2dD8AhWYY6QEHb9eCRAQ4dUDCAk&uact=5&oq=%D7%A6%D7%9C%D7%9E%D7%99+%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBAgjECcyBQgAEIAEMgUIABCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB5QAFgAYN8FaABwAHgAgAHoAYgB6AGSAQMyLTGYAQDAAQE&sclient=gws-wiz-local#","מסלול","",""
